0,1,2,3,4
JIP3_HUMAN,23162,RAF1_HUMAN,5894,0.88
FEN1_HUMAN,2237,PCNA_HUMAN,5111,0.97
SNW1_HUMAN,22938,SKI_HUMAN,6497,0.89
CASP3_HUMAN,836,BID_HUMAN,637,0.87
USO1_HUMAN,8615,GOGA2_HUMAN,2801,0.89
MAML1_HUMAN,9794,NOTC4_HUMAN,4855,0.88
SNP25_HUMAN,6616,VAMP2_HUMAN,6844,0.97
NLGN1_HUMAN,22871,DLG4_HUMAN,1742,0.95
SRBS2_HUMAN,8470,CBL_HUMAN,867,0.89
VGLL4_HUMAN,9686,TEAD1_HUMAN,7003,0.88
SEPT8_HUMAN,23176,SEPT5_HUMAN,5413,0.99
ITCH_HUMAN,83737,BIN1_HUMAN,274,0.86
PLK1_HUMAN,5347,OFD1_HUMAN,8481,0.86
ASF1A_HUMAN,25842,HIRA_HUMAN,7290,0.9
E41L1_HUMAN,2036,ITPR1_HUMAN,3708,0.94
PCGF2_HUMAN,7703,RING1_HUMAN,6015,0.9
KIT_HUMAN,3815,SOCS6_HUMAN,9306,0.9
IF4A3_HUMAN,9775,RBM8A_HUMAN,9939,0.9
RPB1_HUMAN,5430,SPT5H_HUMAN,6829,0.97
PB1_HUMAN,55193,H31_HUMAN,8356,0.87
CXXC1_HUMAN,30827,ASH2L_HUMAN,9070,0.9
STAT1_HUMAN,6772,BRCA1_HUMAN,672,0.89
ANM1_HUMAN,3276,FUS_HUMAN,2521,0.88
RFC2_HUMAN,5982,KAP0_HUMAN,5573,0.86
EXOSX_HUMAN,5394,EXOS7_HUMAN,23016,0.87
EDAR_HUMAN,10913,EDA_HUMAN,1896,0.87
PDCD6_HUMAN,10016,TNR6_HUMAN,355,0.89
HAUS4_HUMAN,54930,HAUS6_HUMAN,54801,0.86
MMP14_HUMAN,4323,LUM_HUMAN,4060,0.87
GIP_HUMAN,2695,GIPR_HUMAN,2696,0.9
NF2L2_HUMAN,4780,CBP_HUMAN,1387,0.9
CIAO1_HUMAN,9391,MMS19_HUMAN,64210,0.96
CRGC_HUMAN,1420,CRYAB_HUMAN,1410,0.88
APC_HUMAN,324,CSK21_HUMAN,1457,0.88
RNF4_HUMAN,6047,SUMO2_HUMAN,6613,0.9
GCR_HUMAN,2908,STAT3_HUMAN,6774,0.9
SIKE1_HUMAN,80143,"FA40B_HUMAN,STRP2_HUMAN",57464,0.86
PP2AB_HUMAN,5516,TCPZ_HUMAN,908,0.95
SPF27_HUMAN,10286,PRP19_HUMAN,27339,0.89
SP1_HUMAN,6667,SRBP1_HUMAN,6720,0.86
DLG4_HUMAN,1742,NMDE1_HUMAN,2903,0.99
AAKB2_HUMAN,5565,AAPK2_HUMAN,5563,0.96
MTOR_HUMAN,2475,FKB1A_HUMAN,2280,0.9
RYR2_HUMAN,6262,RYR2_HUMAN,6262,0.88
TF65_HUMAN,5970,NFKB2_HUMAN,4791,0.97
SHC1_HUMAN,6464,IL4RA_HUMAN,3566,0.88
CK5P2_HUMAN,55755,MARE1_HUMAN,22919,0.86
MED26_HUMAN,9441,MED23_HUMAN,9439,0.86
CENPH_HUMAN,64946,CENPH_HUMAN,64946,0.89
BUB1B_HUMAN,701,AP2B1_HUMAN,163,0.87
IL1R1_HUMAN,3554,IL1RA_HUMAN,3557,0.88
BCLF1_HUMAN,9774,1433G_HUMAN,7532,0.86
CAB39_HUMAN,51719,STRAB_HUMAN,55437,0.88
CASP8_HUMAN,841,CASP3_HUMAN,836,0.87
DRG2_HUMAN,1819,RWDD1_HUMAN,51389,0.92
NR4A1_HUMAN,3164,PML_HUMAN,5371,0.89
PP4C_HUMAN,5531,TCPG_HUMAN,7203,0.89
RXRA_HUMAN,6256,FUS_HUMAN,2521,0.86
PDZ1I_HUMAN,10158,NHRF3_HUMAN,5174,0.9
1433T_HUMAN,10971,KLC2_HUMAN,64837,0.88
MED19_HUMAN,219541,MED4_HUMAN,29079,0.89
THIO_HUMAN,7295,CSN5_HUMAN,10987,0.88
MLL4_HUMAN,9757,WDR5_HUMAN,11091,0.9
SATB1_HUMAN,6304,SUMO1_HUMAN,7341,0.86
SMN_HUMAN,6606,SMN_HUMAN,6607,0.97
PROX1_HUMAN,5629,HNF4A_HUMAN,3172,0.86
ENAH_HUMAN,55740,ZYX_HUMAN,7791,0.9
TIPRL_HUMAN,261726,PP2AB_HUMAN,5516,0.98
SAFB2_HUMAN,9667,SAFB1_HUMAN,6294,0.88
TRI37_HUMAN,4591,TRAF4_HUMAN,9618,0.86
PSN1_HUMAN,5663,PLAK_HUMAN,3728,0.86
APC7_HUMAN,51434,FZR_HUMAN,51343,0.87
MLP3C_HUMAN,440738,CACO2_HUMAN,10241,0.89
ARRB1_HUMAN,408,RTF1_HUMAN,23168,0.86
GCC1_HUMAN,79571,TRI29_HUMAN,23650,0.87
DHX9_HUMAN,1660,BRCA1_HUMAN,672,0.9
NMI_HUMAN,9111,IN35_HUMAN,3430,0.88
GRAA_HUMAN,3001,HMGB2_HUMAN,3148,0.87
SNTA1_HUMAN,6640,NOS1_HUMAN,4842,0.93
PSB2_HUMAN,5690,PSB5_HUMAN,5693,0.89
AKAP5_HUMAN,9495,PP2BA_HUMAN,5530,0.9
FADD_HUMAN,8772,TR10A_HUMAN,8797,0.89
BRCA1_HUMAN,672,MSH3_HUMAN,4437,0.87
SMC3_HUMAN,9126,KIFA3_HUMAN,22920,0.87
SC23A_HUMAN,10484,SC24B_HUMAN,10427,0.96
CBL_HUMAN,867,PGFRA_HUMAN,5156,0.88
STA5A_HUMAN,6776,ERBB4_HUMAN,2066,0.88
PABP1_HUMAN,26986,PABP1_HUMAN,26986,0.93
STK25_HUMAN,10494,STRN_HUMAN,6801,0.9
RSMB_HUMAN,6628,RUXE_HUMAN,6635,0.89
GOPC_HUMAN,57120,BECN1_HUMAN,8678,0.95
BRD4_HUMAN,23476,H4_HUMAN,121504,0.97
CASL_HUMAN,4739,CRKL_HUMAN,1399,0.9
TEC_HUMAN,7006,DOK1_HUMAN,1796,0.9
TCPA_HUMAN,6950,TCPD_HUMAN,10575,0.96
VP33A_HUMAN,65082,VPS18_HUMAN,57617,0.98
HCK_HUMAN,3055,RPGF1_HUMAN,2889,0.96
WBP4_HUMAN,11193,KHDR1_HUMAN,10657,0.88
CABP1_HUMAN,9478,CAC1A_HUMAN,773,0.87
SMAD1_HUMAN,4086,SKI_HUMAN,6497,0.89
H31_HUMAN,8358,H4_HUMAN,8294,0.99
AKAP1_HUMAN,8165,KAP2_HUMAN,5576,0.9
MYC_HUMAN,4609,CDK4_HUMAN,1019,0.89
FINC_HUMAN,2335,FINC_HUMAN,2335,0.9
RXRG_HUMAN,6258,NR4A1_HUMAN,3164,0.87
RRAGC_HUMAN,64121,RRAGA_HUMAN,10670,0.96
CBX5_HUMAN,23468,LRIF1_HUMAN,55791,0.89
TRFE_HUMAN,7018,IBP3_HUMAN,3486,0.89
KDM1A_HUMAN,23028,SUH_HUMAN,3516,0.88
BLM_HUMAN,641,P53_HUMAN,7157,0.9
CFTR_HUMAN,1080,DNJB1_HUMAN,3337,0.87
MLXIP_HUMAN,22877,1433B_HUMAN,7529,0.87
DNJC5_HUMAN,80331,CFTR_HUMAN,1080,0.88
PP2AA_HUMAN,5515,2A5G_HUMAN,5527,0.9
HD_HUMAN,3064,RASA1_HUMAN,5921,0.88
EP300_HUMAN,2033,TF65_HUMAN,5970,0.9
TRAF2_HUMAN,7186,M3K1_HUMAN,4214,0.88
MD2BP_HUMAN,9587,MD2L1_HUMAN,4085,0.9
MIPT3_HUMAN,26146,DISC1_HUMAN,27185,0.89
H31_HUMAN,8968,H4_HUMAN,8370,0.99
MCRS1_HUMAN,10445,UBR5_HUMAN,51366,0.86
BMR1A_HUMAN,657,BMPR2_HUMAN,659,0.87
ASF1B_HUMAN,55723,CAF1A_HUMAN,10036,0.9
RBM8A_HUMAN,9939,REN3B_HUMAN,65109,0.89
H31T_HUMAN,8290,H4_HUMAN,8365,0.96
PTN11_HUMAN,5781,PTN11_HUMAN,5781,0.88
"IRK3_HUMAN,KCNJ3_HUMAN",3760,GBB1_HUMAN,2782,0.86
NEDD8_HUMAN,4738,UCHL3_HUMAN,7347,0.9
PSA1_HUMAN,5682,PSA3_HUMAN,5684,1.0
TNR1A_HUMAN,7132,BIRC2_HUMAN,329,0.89
TNR6A_HUMAN,27327,PABP1_HUMAN,26986,0.9
P53_HUMAN,7157,GCR_HUMAN,2908,0.87
IKKB_HUMAN,3551,IKBB_HUMAN,4793,0.9
ARP3_HUMAN,10096,ARC1B_HUMAN,10095,0.96
ZBT32_HUMAN,27033,FANCC_HUMAN,2176,0.88
TNR11_HUMAN,8792,TRAF6_HUMAN,7189,0.96
TRI25_HUMAN,7706,TRI25_HUMAN,7706,0.9
MK01_HUMAN,5594,DUS1_HUMAN,1843,0.96
EP300_HUMAN,2033,H4_HUMAN,8362,0.86
KHDR1_HUMAN,10657,HCK_HUMAN,3055,0.9
NR0B1_HUMAN,190,SRBP1_HUMAN,6720,0.87
NFKB2_HUMAN,4791,FBXW7_HUMAN,55294,0.89
PO5F1_HUMAN,5460,WWP2_HUMAN,11060,0.88
RU17_HUMAN,6625,SMD1_HUMAN,6632,0.86
H31_HUMAN,8356,H4_HUMAN,8367,0.99
"IRK12_HUMAN,KCJ12_HUMAN",100290070,APBA1_HUMAN,320,0.94
CRYAA_HUMAN,1409,CRBA1_HUMAN,1411,0.86
G3BP2_HUMAN,9908,NUP62_HUMAN,23636,0.86
ESR1_HUMAN,2099,DNM1L_HUMAN,10059,0.86
MK01_HUMAN,5594,RAF1_HUMAN,5894,0.92
ITB3_HUMAN,3690,X3CL1_HUMAN,6376,0.88
ANM1_HUMAN,3276,H4_HUMAN,8366,0.92
1433Z_HUMAN,7534,H4_HUMAN,8363,0.88
MYOC_HUMAN,4653,MLRV_HUMAN,4633,0.88
UHRF2_HUMAN,115426,P53_HUMAN,7157,0.88
NCOA1_HUMAN,8648,AHR_HUMAN,196,0.86
RFA2_HUMAN,6118,TIPIN_HUMAN,54962,0.88
KCRB_HUMAN,1152,ASB9_HUMAN,140462,0.86
SORT_HUMAN,6272,AMRP_HUMAN,4043,0.9
FOSL2_HUMAN,2355,JUND_HUMAN,3727,0.94
DDB1_HUMAN,100290337,VPRBP_HUMAN,9730,0.9
NUP50_HUMAN,10762,IMB1_HUMAN,3837,0.9
GATA4_HUMAN,2626,NKX25_HUMAN,1482,0.96
CBX5_HUMAN,23468,CBX5_HUMAN,23468,0.96
PRS8_HUMAN,5705,PRS6B_HUMAN,5704,0.96
NEDD8_HUMAN,4738,P53_HUMAN,7157,0.89
PP1B_HUMAN,5500,PP1R7_HUMAN,5510,0.97
H31_HUMAN,8357,CBX3_HUMAN,11335,0.96
CDK6_HUMAN,1021,CCND3_HUMAN,896,0.97
NCOA3_HUMAN,8202,RARA_HUMAN,5914,0.89
ACTN4_HUMAN,81,IQGA1_HUMAN,8826,0.86
RING2_HUMAN,6045,PHC3_HUMAN,80012,0.94
APC11_HUMAN,51529,ANC2_HUMAN,29882,0.97
PSMD5_HUMAN,5711,PRS4_HUMAN,5700,0.9
RASF1_HUMAN,11186,MAP1B_HUMAN,4131,0.89
WBP11_HUMAN,51729,PP1G_HUMAN,5501,0.92
RIPK1_HUMAN,8737,TRAF1_HUMAN,7185,0.89
BARD1_HUMAN,580,EWS_HUMAN,2130,0.89
H33_HUMAN,3021,H4_HUMAN,8362,0.96
IF4G3_HUMAN,8672,IF4E_HUMAN,1977,0.9
EXOC3_HUMAN,11336,EXOC5_HUMAN,10640,0.94
PSDE_HUMAN,10213,PRS10_HUMAN,5706,0.96
PTEN_HUMAN,5728,SPOP_HUMAN,8405,0.88
DNJC7_HUMAN,7266,HS90A_HUMAN,3320,0.86
UB2D3_HUMAN,7323,XIAP_HUMAN,331,0.86
UPAR_HUMAN,5329,TYK2_HUMAN,7297,0.86
BRAF_HUMAN,673,RAF1_HUMAN,5894,0.88
JUN_HUMAN,3725,DDIT3_HUMAN,1649,0.89
STAT1_HUMAN,6772,CBP_HUMAN,1387,0.89
PSN1_HUMAN,5663,PSN2_HUMAN,5664,0.87
H31_HUMAN,8355,H4_HUMAN,8364,0.99
ZGPAT_HUMAN,84619,HDAC1_HUMAN,3065,0.87
VPS52_HUMAN,6293,VPS54_HUMAN,51542,0.87
JAK2_HUMAN,3717,INGR1_HUMAN,3459,0.86
EP300_HUMAN,2033,H4_HUMAN,8366,0.86
TBL1R_HUMAN,79718,H4_HUMAN,121504,0.92
KPCA_HUMAN,5578,CXA1_HUMAN,2697,0.9
TA2R_HUMAN,6915,KCMA1_HUMAN,3778,0.88
STON2_HUMAN,85439,AP2M1_HUMAN,1173,0.88
TFE2_HUMAN,6929,TFE2_HUMAN,6929,0.96
DYL2_HUMAN,140735,B2L11_HUMAN,10018,0.87
SUMO1_HUMAN,7341,SRBP2_HUMAN,6721,0.86
RL10_HUMAN,6134,YES_HUMAN,7525,0.87
RGS19_HUMAN,10287,GNAI3_HUMAN,2773,0.89
ZO2_HUMAN,9414,OCLN_HUMAN,4950,0.96
PSA2_HUMAN,5683,PSB7_HUMAN,5695,0.89
RPB1_HUMAN,5430,RPB7_HUMAN,5436,0.99
SQSTM_HUMAN,8878,MLP3B_HUMAN,81631,0.9
MED19_HUMAN,219541,MED11_HUMAN,400569,0.89
CSN5_HUMAN,10987,UCHL1_HUMAN,7345,0.89
DTBP1_HUMAN,84062,IFT20_HUMAN,90410,0.86
PLCG1_HUMAN,5335,RET_HUMAN,5979,0.96
AAKG2_HUMAN,51422,AAKB2_HUMAN,5565,0.96
LRP2_HUMAN,4036,CLUS_HUMAN,1191,0.87
1433Z_HUMAN,7534,TERA_HUMAN,7415,0.88
1433Z_HUMAN,7534,HDAC5_HUMAN,10014,0.95
4EBP1_HUMAN,1978,IF4E_HUMAN,1977,0.9
DHX9_HUMAN,1660,KHDR1_HUMAN,10657,0.89
P53_HUMAN,7157,KAT5_HUMAN,10524,0.87
CTBP1_HUMAN,1487,HDAC1_HUMAN,3065,0.9
TAF1D_HUMAN,79101,TAF1A_HUMAN,9015,0.89
RRAGC_HUMAN,64121,RRAGB_HUMAN,10325,0.96
PSA2_HUMAN,5683,PSB4_HUMAN,5692,0.92
KAD6_HUMAN,6880,TAF12_HUMAN,6883,0.87
EI2BA_HUMAN,1967,EI2BE_HUMAN,8893,0.99
KIT_HUMAN,3815,LCK_HUMAN,3932,0.88
AMOL2_HUMAN,51421,DYL1_HUMAN,8655,0.86
INSR_HUMAN,3643,IRS2_HUMAN,8660,0.89
RPA1_HUMAN,25885,RPAC2_HUMAN,51082,0.91
RNF41_HUMAN,10193,UBP8_HUMAN,9101,0.9
CASR_HUMAN,846,FLNA_HUMAN,2316,0.89
TRI29_HUMAN,23650,DVL2_HUMAN,1856,0.86
GBRAP_HUMAN,11337,ATG4B_HUMAN,23192,0.97
RPAB3_HUMAN,5437,RPAB5_HUMAN,5441,0.92
BCL9_HUMAN,607,CTNB1_HUMAN,1499,0.86
SAV1_HUMAN,60485,HAX1_HUMAN,10456,0.87
EGFR_HUMAN,1956,FGR_HUMAN,2268,0.88
DCNL4_HUMAN,23142,CUL1_HUMAN,8454,0.88
CDK2_HUMAN,1017,RB_HUMAN,5925,0.95
NET1_HUMAN,9423,DCC_HUMAN,1630,0.9
R144B_HUMAN,255488,UB2L3_HUMAN,7332,0.86
RNF11_HUMAN,26994,TAXB1_HUMAN,8887,0.88
"FFR_HUMAN,VPS51_HUMAN",738,VPS52_HUMAN,6293,0.95
TAB2_HUMAN,23118,M3K7_HUMAN,6885,0.97
CAF1B_HUMAN,8208,H31_HUMAN,8352,0.89
RGMB_HUMAN,285704,BMP2_HUMAN,650,0.89
CAF1A_HUMAN,10036,H31_HUMAN,8356,0.89
HSF1_HUMAN,3297,HSP74_HUMAN,3308,0.89
ANM1_HUMAN,3276,H4_HUMAN,8368,0.92
TRAF6_HUMAN,7189,RN126_HUMAN,55658,0.86
GNA13_HUMAN,10672,RGS16_HUMAN,6004,0.86
DDX5_HUMAN,1655,RPB1_HUMAN,5430,0.87
KDM6A_HUMAN,7403,NCOA6_HUMAN,23054,0.87
MBD4_HUMAN,8930,TRI27_HUMAN,5987,0.89
MYBB_HUMAN,4605,RBL1_HUMAN,5933,0.9
CKAP5_HUMAN,9793,SNW1_HUMAN,22938,0.86
GATA1_HUMAN,2623,RBTN2_HUMAN,4005,0.9
MPPB_HUMAN,9512,FRDA_HUMAN,2395,0.87
AURKA_HUMAN,6790,LATS2_HUMAN,26524,0.86
LTBP1_HUMAN,4052,TGFB1_HUMAN,7040,0.9
H31_HUMAN,8356,H4_HUMAN,8370,0.99
UBP20_HUMAN,10868,RAD17_HUMAN,5884,0.87
BCL6_HUMAN,604,BCL6_HUMAN,604,0.89
ROA1_HUMAN,3178,ROA1_HUMAN,3178,0.9
CD9_HUMAN,928,ITB1_HUMAN,3688,0.88
ING4_HUMAN,51147,H31T_HUMAN,8290,0.88
KC1E_HUMAN,1454,KC1D_HUMAN,1453,0.88
NCBP1_HUMAN,4686,"IMA2_HUMAN,IMA1_HUMAN",3838,0.89
MARK2_HUMAN,2011,"SOGA2_HUMAN,MTCL1_HUMAN",23255,0.88
PDK1_HUMAN,5163,PKN2_HUMAN,5586,0.87
PARP1_HUMAN,142,UBC9_HUMAN,7329,0.86
SMD1_HUMAN,6632,SMN_HUMAN,6607,0.96
1433Z_HUMAN,7534,EIF3A_HUMAN,8661,0.88
KC1D_HUMAN,1453,MDM2_HUMAN,4193,0.89
RIPK1_HUMAN,8737,FADD_HUMAN,8772,0.89
STRN3_HUMAN,29966,TCPD_HUMAN,10575,0.87
RPC3_HUMAN,10623,TF3C4_HUMAN,9329,0.88
MAPK2_HUMAN,9261,AKT1_HUMAN,207,0.87
KHDR1_HUMAN,10657,PLCG1_HUMAN,5335,0.9
RPB1_HUMAN,5430,TBP_HUMAN,6908,0.98
1433Z_HUMAN,7534,MARK2_HUMAN,2011,0.9
SHC1_HUMAN,6464,SOS1_HUMAN,6654,0.96
PIAS2_HUMAN,9063,P53_HUMAN,7157,0.87
CACB3_HUMAN,784,CAC1C_HUMAN,775,0.88
TRI25_HUMAN,7706,DDX58_HUMAN,23586,0.9
M3K5_HUMAN,4217,RAF1_HUMAN,5894,0.89
ARHGC_HUMAN,23365,IGF1R_HUMAN,3480,0.86
GRB2_HUMAN,2885,MYH9_HUMAN,4627,0.88
CSN7A_HUMAN,50813,CSN5_HUMAN,10987,0.9
RPB3_HUMAN,5432,SPT5H_HUMAN,6829,0.89
GBB1_HUMAN,2782,GNAI3_HUMAN,2773,0.93
CASP8_HUMAN,841,TRAF2_HUMAN,7186,0.88
IKKE_HUMAN,9641,MYH10_HUMAN,4628,0.88
STAT4_HUMAN,6775,STAT4_HUMAN,6775,0.88
KC1A_HUMAN,1452,FA83H_HUMAN,286077,0.87
DI3L1_HUMAN,115752,PERQ2_HUMAN,26058,0.86
MK03_HUMAN,5595,MK03_HUMAN,5595,0.95
MTOR_HUMAN,2475,LST8_HUMAN,64223,0.9
CDK2_HUMAN,1017,CDK2_HUMAN,1017,0.92
FGFR2_HUMAN,2263,FGFR2_HUMAN,2263,0.9
CDK10_HUMAN,8558,ETS2_HUMAN,2114,0.9
UBP22_HUMAN,23326,KAT2A_HUMAN,2648,0.96
RASN_HUMAN,4893,BRAF_HUMAN,673,0.89
FANCA_HUMAN,2175,FANCA_HUMAN,2175,0.9
DOCK8_HUMAN,81704,LRCH1_HUMAN,23143,0.87
ESR2_HUMAN,2100,MED24_HUMAN,9862,0.88
IST1_HUMAN,9798,CHM1B_HUMAN,57132,0.9
H4_HUMAN,8367,MCM6_HUMAN,4175,0.88
CD36_HUMAN,948,LYN_HUMAN,4067,0.87
1433G_HUMAN,7532,MARK3_HUMAN,4140,0.9
USF1_HUMAN,7391,FOSL1_HUMAN,8061,0.89
TNR12_HUMAN,51330,TRAF1_HUMAN,7185,0.88
ATX2_HUMAN,6311,DDX6_HUMAN,1656,0.88
TRAF3_HUMAN,7187,TRAF3_HUMAN,7187,0.9
LDB1_HUMAN,8861,LMO4_HUMAN,8543,0.9
CAF1B_HUMAN,8208,H31_HUMAN,8968,0.89
DOT1L_HUMAN,84444,AF17_HUMAN,4302,0.88
SF01_HUMAN,7536,SPF45_HUMAN,84991,0.88
TCAL4_HUMAN,79921,UBP7_HUMAN,7874,0.86
M3K1_HUMAN,4214,M3K1_HUMAN,4214,0.97
CBP_HUMAN,1387,H4_HUMAN,121504,0.9
PPARG_HUMAN,5468,CDK5_HUMAN,1020,0.86
CLIP1_HUMAN,6249,MARE1_HUMAN,22919,0.9
PP1A_HUMAN,5499,PHAR3_HUMAN,116154,0.89
KAPCA_HUMAN,5566,TF65_HUMAN,5970,0.88
HIF1A_HUMAN,3091,HS90A_HUMAN,3320,0.9
EXOS8_HUMAN,11340,EXOS9_HUMAN,5393,0.88
RNPS1_HUMAN,10921,DDX41_HUMAN,51428,0.89
DAXX_HUMAN,1616,H4_HUMAN,8294,0.9
NUP50_HUMAN,10762,"IMA2_HUMAN,IMA1_HUMAN",3838,0.96
RPC7L_HUMAN,84265,RPC6_HUMAN,10621,0.86
TAF1C_HUMAN,9013,TAF1A_HUMAN,9015,0.93
CSN6_HUMAN,10980,CUL4B_HUMAN,8450,0.87
XIAP_HUMAN,331,DYL2_HUMAN,140735,0.86
CYLD_HUMAN,1540,NEMO_HUMAN,8517,0.87
BRCA1_HUMAN,672,UBE2K_HUMAN,3093,0.88
RNF25_HUMAN,64320,UB2D3_HUMAN,7323,0.92
MK09_HUMAN,5601,3BP5_HUMAN,9467,0.86
H32_HUMAN,126961,H4_HUMAN,8362,0.89
PDPK1_HUMAN,5170,KPCD_HUMAN,5580,0.88
IL6RB_HUMAN,3572,JAK1_HUMAN,3716,0.9
ATG5_HUMAN,9474,ATG12_HUMAN,9140,0.97
UCHL5_HUMAN,51377,PSD13_HUMAN,5719,0.87
SNCAP_HUMAN,9627,SNCAP_HUMAN,9627,0.9
SMAD1_HUMAN,4086,SMAD4_HUMAN,4089,0.9
NRBF2_HUMAN,29982,PI3R4_HUMAN,30849,0.88
ST38L_HUMAN,23012,MOB2_HUMAN,81532,0.86
GAB1_HUMAN,2549,P85A_HUMAN,5295,0.97
EPN4_HUMAN,9685,AP1B1_HUMAN,162,0.95
UBC9_HUMAN,7329,HDAC4_HUMAN,9759,0.89
E4F1_HUMAN,1877,RB_HUMAN,5925,0.89
CBP_HUMAN,1387,H4_HUMAN,8366,0.9
RD23A_HUMAN,5886,ADRM1_HUMAN,11047,0.86
MET_HUMAN,4233,PTN1_HUMAN,5770,0.88
SRPK2_HUMAN,6733,HNRPC_HUMAN,3183,0.87
EXOS4_HUMAN,54512,DI3L1_HUMAN,115752,0.88
"PSD7_HUMAN,PSMD7_HUMAN",5713,KTN1_HUMAN,3895,0.87
AT7L3_HUMAN,56970,UBP22_HUMAN,23326,0.89
PAK6_HUMAN,56924,ANDR_HUMAN,367,0.9
PTC1_HUMAN,5727,ARBK1_HUMAN,156,0.86
DMAP1_HUMAN,55929,TRRAP_HUMAN,8295,0.89
XPO1_HUMAN,7514,IF5A1_HUMAN,1984,0.92
GDIR1_HUMAN,396,RHOC_HUMAN,389,0.86
TSP1_HUMAN,7057,LRP1_HUMAN,4035,0.87
KLC1_HUMAN,3831,A4_HUMAN,351,0.95
PRKN2_HUMAN,5071,HSP7C_HUMAN,3312,0.89
VHL_HUMAN,7428,PDCD5_HUMAN,9141,0.86
AT5F1_HUMAN,515,ATP5H_HUMAN,10476,0.98
TGFR2_HUMAN,7048,EGLN_HUMAN,2022,0.95
IL10_HUMAN,3586,I10R2_HUMAN,3588,0.88
PTEN_HUMAN,5728,FAK1_HUMAN,5747,0.86
STABP_HUMAN,10617,EPN4_HUMAN,9685,0.86
RSMB_HUMAN,6628,U520_HUMAN,23020,0.86
MK14_HUMAN,1432,ATF2_HUMAN,1386,0.97
TNF11_HUMAN,8600,TR11B_HUMAN,4982,0.9
OXSR1_HUMAN,9943,WNK1_HUMAN,65125,0.88
DYN1_HUMAN,1759,SH3G1_HUMAN,6455,0.96
HS90A_HUMAN,3320,TBK1_HUMAN,29110,0.88
MK01_HUMAN,5594,P53_HUMAN,7157,0.88
MLP3A_HUMAN,84557,ATG4B_HUMAN,23192,0.96
THRB_HUMAN,2147,HEP2_HUMAN,3053,0.88
PARD3_HUMAN,56288,1433Z_HUMAN,7534,0.87
PVRL2_HUMAN,5819,TIGIT_HUMAN,201633,0.9
ISY1_HUMAN,57461,DHX8_HUMAN,1659,0.87
PGFRB_HUMAN,5159,RAF1_HUMAN,5894,0.86
ASAP2_HUMAN,8853,SRC_HUMAN,6714,0.86
"MLL1_HUMAN,KMT2A_HUMAN",4297,H31_HUMAN,8350,0.9
GATA4_HUMAN,2626,JARD2_HUMAN,3720,0.88
TP53B_HUMAN,7158,H4_HUMAN,121504,0.9
STK24_HUMAN,8428,"FA40A_HUMAN,STRP1_HUMAN",85369,0.87
PTN12_HUMAN,5782,WASP_HUMAN,7454,0.87
H4_HUMAN,8363,MCM5_HUMAN,4174,0.93
GFRA3_HUMAN,2676,ARTN_HUMAN,9048,0.89
BRCC3_HUMAN,79184,F175B_HUMAN,23172,0.88
DPOLB_HUMAN,5423,XRCC1_HUMAN,7515,0.9
SP1_HUMAN,6667,SMAD3_HUMAN,4088,0.89
GRB2_HUMAN,2885,WIPF1_HUMAN,7456,0.94
RN216_HUMAN,54476,RIPK1_HUMAN,8737,0.88
GBRL2_HUMAN,11345,NIPS1_HUMAN,8508,0.86
RNF25_HUMAN,64320,UB2E1_HUMAN,7324,0.89
MED19_HUMAN,219541,CDK8_HUMAN,1024,0.88
SET_HUMAN,6418,TAF1A_HUMAN,9015,0.9
EIF3B_HUMAN,8662,EIF3M_HUMAN,10480,0.87
H31_HUMAN,8355,HAT1_HUMAN,8520,0.88
RA51C_HUMAN,5889,RA51D_HUMAN,5892,0.9
H32_HUMAN,653604,H4_HUMAN,8363,0.89
ERCC2_HUMAN,2068,MAT1_HUMAN,4331,0.88
EED_HUMAN,8726,EZH2_HUMAN,2146,0.97
EZH2_HUMAN,2146,CQ096_HUMAN,100170841,0.86
H33_HUMAN,3020,DAXX_HUMAN,1616,0.9
PPIG_HUMAN,9360,PININ_HUMAN,5411,0.87
DPOA2_HUMAN,23649,DPOLA_HUMAN,5422,0.99
C1D_HUMAN,10438,TSNAX_HUMAN,7257,0.87
BUB1B_HUMAN,701,CASC5_HUMAN,57082,0.9
HEXA_HUMAN,3073,HEXB_HUMAN,3074,0.86
CSN6_HUMAN,10980,SKP2_HUMAN,6502,0.87
LIS1_HUMAN,5048,DCX_HUMAN,1641,0.88
SSR2_HUMAN,6752,SHAN1_HUMAN,50944,0.95
RIN1_HUMAN,9610,ABL1_HUMAN,25,0.96
NCOA2_HUMAN,10499,RXRA_HUMAN,6256,0.9
NOP56_HUMAN,10528,TBL3_HUMAN,10607,0.88
DLG4_HUMAN,1742,ADRB1_HUMAN,153,0.96
LYAR_HUMAN,55646,MBB1A_HUMAN,10514,0.86
SOST_HUMAN,50964,LRP4_HUMAN,4038,0.88
NEMO_HUMAN,8517,CAR11_HUMAN,84433,0.86
AIP_HUMAN,9049,HS90B_HUMAN,3326,0.89
ADA22_HUMAN,53616,1433Z_HUMAN,7534,0.88
SH3K1_HUMAN,30011,SYNJ2_HUMAN,8871,0.87
RAC1_HUMAN,5879,TRIO_HUMAN,7204,0.89
MLP3B_HUMAN,81631,OPTN_HUMAN,10133,0.88
HIF1N_HUMAN,55662,HIF1A_HUMAN,3091,0.9
EIF3K_HUMAN,27335,EIF3G_HUMAN,8666,0.93
CSK21_HUMAN,1457,RING2_HUMAN,6045,0.86
