0,1,2,3,4
CNKR1_HUMAN,10256,RHOA_HUMAN,387,0.9
FAK1_HUMAN,5747,DCC_HUMAN,1630,0.96
ARHG7_HUMAN,8874,SHAN1_HUMAN,50944,0.88
TAF1D_HUMAN,79101,TAF1C_HUMAN,9013,0.89
OS9_HUMAN,10956,ENPL_HUMAN,7184,0.89
EIF3E_HUMAN,3646,EIF3K_HUMAN,27335,0.95
ATM_HUMAN,472,ABL1_HUMAN,25,0.9
MPIP1_HUMAN,993,1433E_HUMAN,7531,0.89
SUMO2_HUMAN,6613,SP100_HUMAN,6672,0.87
E2F1_HUMAN,1869,CCNA2_HUMAN,890,0.89
BTG1_HUMAN,694,CNOT7_HUMAN,29883,0.89
SP1_HUMAN,6667,NFKB1_HUMAN,4790,0.88
PGS1_HUMAN,633,TGFB1_HUMAN,7040,0.86
DAB1_HUMAN,1600,APLP1_HUMAN,333,0.86
JIP3_HUMAN,23162,MP2K7_HUMAN,5609,0.88
TRADD_HUMAN,8717,TRADD_HUMAN,8717,0.9
MYC_HUMAN,4609,SMRC1_HUMAN,6599,0.88
NGAP_HUMAN,9462,1433G_HUMAN,7532,0.86
MCL1_HUMAN,4170,MCL1_HUMAN,4170,0.88
HDAC5_HUMAN,10014,MEF2D_HUMAN,4209,0.9
"HSP71_HUMAN,HS71B_HUMAN",3303,HPBP1_HUMAN,23640,0.88
AP2S1_HUMAN,1175,AP2A1_HUMAN,160,0.89
EGFR_HUMAN,1956,STAM2_HUMAN,10254,0.87
SRPK2_HUMAN,6733,SRSF2_HUMAN,6427,0.86
UBXN1_HUMAN,51035,PLAP_HUMAN,9373,0.87
ADIP_HUMAN,117178,ACTN1_HUMAN,87,0.9
CCL20_HUMAN,6364,CCR6_HUMAN,1235,0.94
EVL_HUMAN,51466,APBB1_HUMAN,322,0.89
RRP1B_HUMAN,23076,NUCL_HUMAN,4691,0.89
HSP7C_HUMAN,3312,DNJA1_HUMAN,3301,0.89
ESPL1_HUMAN,9700,CCNB1_HUMAN,891,0.86
RFC5_HUMAN,5985,PCNA_HUMAN,5111,0.96
FSHB_HUMAN,2488,GLHA_HUMAN,1081,0.89
CDN1C_HUMAN,1028,PCNA_HUMAN,5111,0.89
GBRL2_HUMAN,11345,RCN2_HUMAN,5955,0.86
PSN1_HUMAN,5663,CADH1_HUMAN,999,0.88
H31_HUMAN,8356,CBX3_HUMAN,11335,0.96
ZRAN1_HUMAN,54764,TRAF6_HUMAN,7189,0.87
H31_HUMAN,8352,H4_HUMAN,8363,0.99
PIN1_HUMAN,5300,TAU_HUMAN,4137,0.89
PAAF1_HUMAN,80227,PRS6A_HUMAN,5702,0.93
RTN3_HUMAN,10313,RTN4_HUMAN,57142,0.88
FBLN4_HUMAN,30008,LYOX_HUMAN,4015,0.88
GRB2_HUMAN,2885,RBBP6_HUMAN,5930,0.86
U119A_HUMAN,9094,CD4_HUMAN,920,0.88
REV1_HUMAN,51455,POLK_HUMAN,51426,0.93
TF65_HUMAN,5970,TF65_HUMAN,5970,0.97
PAR6B_HUMAN,84612,KPCZ_HUMAN,5590,0.9
LCK_HUMAN,3932,LCK_HUMAN,3932,0.96
MED29_HUMAN,55588,MED1_HUMAN,5469,0.9
CHM4A_HUMAN,29082,PDC6I_HUMAN,10015,0.9
MED6_HUMAN,10001,CDK8_HUMAN,1024,0.96
CAF1B_HUMAN,8208,CBX5_HUMAN,23468,0.89
MK03_HUMAN,5595,DUS3_HUMAN,1845,0.88
CDK2_HUMAN,1017,MK15_HUMAN,225689,0.87
GAR1_HUMAN,54433,SMN_HUMAN,6607,0.9
PLCG1_HUMAN,5335,JAK2_HUMAN,3717,0.91
FR1OP_HUMAN,11116,CEP19_HUMAN,84984,0.88
HDAC1_HUMAN,3065,NFKB1_HUMAN,4790,0.97
RASA1_HUMAN,5921,CAV2_HUMAN,858,0.88
HDAC1_HUMAN,3065,MTA2_HUMAN,9219,0.97
ILK_HUMAN,3611,TCPQ_HUMAN,10694,0.87
GNL3_HUMAN,26354,MDM2_HUMAN,4193,0.9
PRAF3_HUMAN,10550,EAA3_HUMAN,6505,0.95
CNKR1_HUMAN,10256,RASF1_HUMAN,11186,0.88
ATM_HUMAN,472,PRKDC_HUMAN,5591,0.86
KAT5_HUMAN,10524,ANDR_HUMAN,367,0.89
CASL_HUMAN,4739,NCK1_HUMAN,4690,0.88
TF2H2_HUMAN,2966,CCNH_HUMAN,902,0.93
NFYB_HUMAN,4801,NFYA_HUMAN,4800,0.9
AKT1_HUMAN,207,BAD_HUMAN,572,0.96
HNRPC_HUMAN,3183,GRB2_HUMAN,2885,0.9
H31_HUMAN,8357,H2A1B_HUMAN,8335,0.9
SQSTM_HUMAN,8878,NEMO_HUMAN,8517,0.87
GRM7_HUMAN,2917,PICK1_HUMAN,9463,0.95
HDAC2_HUMAN,3066,ZMYM3_HUMAN,9203,0.86
S22A4_HUMAN,6583,NHRF3_HUMAN,5174,0.87
FOS_HUMAN,2353,SMAD3_HUMAN,4088,0.88
STX3_HUMAN,6809,TXLNA_HUMAN,200081,0.88
H4_HUMAN,554313,PHF20_HUMAN,51230,0.87
BST2_HUMAN,684,BST2_HUMAN,684,0.9
SMN_HUMAN,6607,RUXF_HUMAN,6636,0.89
CDK19_HUMAN,23097,MED12_HUMAN,9968,0.89
ASF1B_HUMAN,55723,H33_HUMAN,3020,0.94
PPR18_HUMAN,170954,PP1A_HUMAN,5499,0.88
FUBP2_HUMAN,8570,HNRH1_HUMAN,3187,0.88
TNR9_HUMAN,3604,TRAF2_HUMAN,7186,0.96
IF4A2_HUMAN,1974,PDCD4_HUMAN,27250,0.89
SMAD3_HUMAN,4088,MAX_HUMAN,4149,0.87
UBP11_HUMAN,8237,UBP7_HUMAN,7874,0.89
PHAX_HUMAN,51808,NCBP1_HUMAN,4686,0.86
CXL13_HUMAN,10563,CXCR3_HUMAN,2833,0.86
ARL6_HUMAN,84100,BBS1_HUMAN,582,0.89
PEPL_HUMAN,5493,VIME_HUMAN,7431,0.89
EGFR_HUMAN,1956,TBA1A_HUMAN,7846,0.9
H31_HUMAN,8968,IPO4_HUMAN,79711,0.88
HUS1_HUMAN,3364,RAD1_HUMAN,5810,0.97
TF3B_HUMAN,2972,RBL1_HUMAN,5933,0.89
SUZ12_HUMAN,23512,MEP50_HUMAN,79084,0.88
EGFR_HUMAN,1956,A4_HUMAN,351,0.86
MSL1_HUMAN,339287,MSL2_HUMAN,55167,0.87
IPO7_HUMAN,10527,IMB1_HUMAN,3837,0.96
TAF1B_HUMAN,9014,TBP_HUMAN,6908,0.96
NUMB_HUMAN,8650,AP2A1_HUMAN,160,0.9
ASF1A_HUMAN,25842,H4_HUMAN,8367,0.99
SYIC_HUMAN,3376,SYEP_HUMAN,2058,0.9
LYRIC_HUMAN,92140,SND1_HUMAN,27044,0.87
TNR6A_HUMAN,27327,AGO2_HUMAN,27161,0.9
NCOA6_HUMAN,23054,WDR5_HUMAN,11091,0.87
CBX5_HUMAN,23468,H31_HUMAN,8351,0.95
KC1D_HUMAN,1453,CXA1_HUMAN,2697,0.87
DAXX_HUMAN,1616,H4_HUMAN,8360,0.9
CDK8_HUMAN,1024,CCNC_HUMAN,892,1.0
ANDR_HUMAN,367,MAGAB_HUMAN,4110,0.9
ZWINT_HUMAN,11130,BUB1_HUMAN,699,0.86
ZRAN1_HUMAN,54764,SLMAP_HUMAN,7871,0.86
OFD1_HUMAN,8481,C2CD3_HUMAN,26005,0.87
SF01_HUMAN,7536,U2AF2_HUMAN,11338,0.9
PA2G4_HUMAN,5036,ANDR_HUMAN,367,0.9
STX18_HUMAN,53407,SCFD1_HUMAN,23256,0.87
DTX3L_HUMAN,151636,UB2D3_HUMAN,7323,0.87
CALRL_HUMAN,10203,RAMP2_HUMAN,10266,0.89
EPHB2_HUMAN,2048,EFNB2_HUMAN,1948,0.95
BAP1_HUMAN,8314,UBE2O_HUMAN,63893,0.89
CBX8_HUMAN,57332,RING1_HUMAN,6015,0.97
CSN1_HUMAN,2873,CSN5_HUMAN,10987,0.97
VGFR2_HUMAN,3791,PTN11_HUMAN,5781,0.88
MED10_HUMAN,84246,MED10_HUMAN,84246,0.87
UBE2N_HUMAN,7334,UB2V2_HUMAN,7336,0.99
ARNT2_HUMAN,9915,HIF1A_HUMAN,3091,0.89
KCIP4_HUMAN,80333,KCIP2_HUMAN,30819,0.94
TNR6B_HUMAN,23112,AGO1_HUMAN,26523,0.9
PCGF5_HUMAN,84333,RING1_HUMAN,6015,0.89
CENPF_HUMAN,1063,NDEL1_HUMAN,81565,0.86
JAK3_HUMAN,3718,CD3Z_HUMAN,919,0.88
FBW1A_HUMAN,8945,UBP47_HUMAN,55031,0.88
NSD2_HUMAN,7468,HDAC2_HUMAN,3066,0.88
GBLP_HUMAN,10399,DYL1_HUMAN,8655,0.88
PRP8_HUMAN,10594,PCBP1_HUMAN,5093,0.86
SMCA2_HUMAN,6595,SMRC2_HUMAN,6601,0.88
SUMO3_HUMAN,6612,SUMO3_HUMAN,6612,0.94
EP400_HUMAN,57634,RUVB1_HUMAN,8607,0.9
GNDS_HUMAN,5900,RASH_HUMAN,3265,0.96
NCK1_HUMAN,4690,FAK1_HUMAN,5747,0.88
SUPT3_HUMAN,8464,SF3B3_HUMAN,23450,0.86
MED30_HUMAN,90390,MED6_HUMAN,10001,0.89
GNA1_HUMAN,64841,GNA1_HUMAN,64841,0.95
NU107_HUMAN,57122,NU160_HUMAN,23279,0.89
IF4E_HUMAN,1977,PABP1_HUMAN,26986,0.88
NCOR1_HUMAN,9611,PML_HUMAN,5371,0.9
GRB2_HUMAN,2885,CBL_HUMAN,867,1.0
ITB3_HUMAN,3690,ITB3_HUMAN,3690,0.87
CCNA1_HUMAN,8900,PRCA1_HUMAN,147011,0.88
ILF3_HUMAN,3609,ANM1_HUMAN,3276,0.97
ANM5_HUMAN,10419,MEP50_HUMAN,79084,0.9
ULK1_HUMAN,8408,ATG13_HUMAN,9776,0.89
EIF3F_HUMAN,8665,EIF3I_HUMAN,8668,0.89
RELN_HUMAN,5649,VLDLR_HUMAN,7436,0.9
PSD10_HUMAN,5716,PRS4_HUMAN,5700,0.96
MP2K2_HUMAN,5605,MK01_HUMAN,5594,0.97
PTN11_HUMAN,5781,PECA1_HUMAN,5175,0.9
DLG1_HUMAN,1739,KCNA3_HUMAN,3738,0.88
UBP22_HUMAN,23326,"FA48A_HUMAN,SP20H_HUMAN",55578,0.86
MARK2_HUMAN,2011,UTRO_HUMAN,7402,0.87
CREB5_HUMAN,9586,JUN_HUMAN,3725,0.9
BL1S3_HUMAN,388552,BL1S1_HUMAN,2647,0.96
ZNHI1_HUMAN,10467,VPS72_HUMAN,6944,0.87
CADH1_HUMAN,999,SKP2_HUMAN,6502,0.86
RASF7_HUMAN,8045,SNP29_HUMAN,9342,0.87
SRP14_HUMAN,6727,SRP09_HUMAN,6726,0.9
WASL_HUMAN,8976,SRC8_HUMAN,2017,0.88
RRAGC_HUMAN,64121,LTOR3_HUMAN,8649,0.87
SRC_HUMAN,6714,MUC1_HUMAN,4582,0.9
ING4_HUMAN,51147,LIPA1_HUMAN,8500,0.88
NCK2_HUMAN,8440,PGFRB_HUMAN,5159,0.9
SET_HUMAN,6418,RAC1_HUMAN,5879,0.87
HDAC5_HUMAN,10014,1433E_HUMAN,7531,0.9
H31_HUMAN,8357,H2A1B_HUMAN,3012,0.9
PCGF1_HUMAN,84759,UBP7_HUMAN,7874,0.87
NTF2_HUMAN,10204,RAN_HUMAN,5901,0.97
PTN6_HUMAN,5777,LCK_HUMAN,3932,0.9
DPOLB_HUMAN,5423,PNKP_HUMAN,11284,0.87
CTNA1_HUMAN,1495,CADH3_HUMAN,1001,0.86
TNF18_HUMAN,8995,TNF18_HUMAN,8995,0.88
UBC9_HUMAN,7329,CBP_HUMAN,1387,0.88
OTUB1_HUMAN,55611,PCNA_HUMAN,5111,0.86
E2F6_HUMAN,1876,TFDP2_HUMAN,7029,0.9
P52K_HUMAN,5612,STK4_HUMAN,6789,0.9
PHOCN_HUMAN,25843,SIKE1_HUMAN,80143,0.87
SYK_HUMAN,3735,SYK_HUMAN,3735,0.96
PSMD5_HUMAN,5711,PSMD4_HUMAN,5710,0.89
POLH_HUMAN,5429,RAD18_HUMAN,56852,0.89
IL15_HUMAN,3600,IL2RB_HUMAN,3560,0.9
KPRA_HUMAN,5635,PRPS2_HUMAN,5634,0.96
AKT1_HUMAN,207,AKT1_HUMAN,207,0.96
RAB3A_HUMAN,5864,RAE2_HUMAN,1122,0.89
H31_HUMAN,8351,1433Z_HUMAN,7534,0.96
PP1B_HUMAN,5500,RMP_HUMAN,8725,0.87
CCR5_HUMAN,1234,CXCR4_HUMAN,7852,0.9
STA5A_HUMAN,6776,ESR1_HUMAN,2099,0.88
RING2_HUMAN,6045,UB2D2_HUMAN,7322,0.86
RARB_HUMAN,5915,NCOA1_HUMAN,8648,0.89
1433S_HUMAN,2810,M3K2_HUMAN,10746,0.88
H31_HUMAN,8358,CENPA_HUMAN,1058,0.87
ING3_HUMAN,54556,EPC1_HUMAN,80314,0.89
WDR24_HUMAN,84219,SESN2_HUMAN,83667,0.88
EGFR_HUMAN,1956,WASF3_HUMAN,10810,0.86
RAB5A_HUMAN,5868,AGTR1_HUMAN,185,0.87
RCOR1_HUMAN,23186,KDM1A_HUMAN,23028,0.9
ASF1B_HUMAN,55723,H31_HUMAN,8968,0.9
SFI1_HUMAN,9814,CETN2_HUMAN,1069,0.9
HUS1_HUMAN,3364,PCNA_HUMAN,5111,0.86
H31_HUMAN,8350,H4_HUMAN,8365,0.99
P53_HUMAN,7157,TFDP1_HUMAN,7027,0.89
RBX1_HUMAN,9978,NEDD8_HUMAN,4738,0.89
WRN_HUMAN,7486,TERF2_HUMAN,7014,0.89
CTBP1_HUMAN,1487,LCOR_HUMAN,84458,0.88
LIN7C_HUMAN,55327,CSKP_HUMAN,8573,0.92
HAP1_HUMAN,9001,HD_HUMAN,3064,0.99
2AAA_HUMAN,5518,ANKL2_HUMAN,23141,0.88
RBBP7_HUMAN,5931,EED_HUMAN,8726,0.87
ZHX2_HUMAN,22882,ZHX1_HUMAN,11244,0.94
NSL1_HUMAN,25936,CBX1_HUMAN,10951,0.86
PTEN_HUMAN,5728,P53_HUMAN,7157,0.87
CASP9_HUMAN,842,CASP9_HUMAN,842,0.89
VAV3_HUMAN,10451,GRB2_HUMAN,2885,0.9
ATX2_HUMAN,6311,SH3G2_HUMAN,6456,0.89
MARK2_HUMAN,2011,FUCO_HUMAN,2517,0.86
MERL_HUMAN,4771,HGS_HUMAN,9146,0.9
CSN6_HUMAN,10980,BTBD1_HUMAN,53339,0.87
MARE1_HUMAN,22919,MTUS2_HUMAN,23281,0.86
SMCA5_HUMAN,8467,H4_HUMAN,8359,0.92
MED26_HUMAN,9441,RPB11_HUMAN,5439,0.86
ID1_HUMAN,3397,MYOD1_HUMAN,4654,0.88
RL5_HUMAN,6125,CSK21_HUMAN,1457,0.86
UBP14_HUMAN,9097,PSD11_HUMAN,5717,0.93
PRKN2_HUMAN,5071,CSKP_HUMAN,8573,0.95
ERBB4_HUMAN,2066,PTN11_HUMAN,5781,0.87
AKP8L_HUMAN,26993,DHX9_HUMAN,1660,0.88
STRAP_HUMAN,11171,TGFR2_HUMAN,7048,0.87
H31_HUMAN,8354,IPO4_HUMAN,79711,0.88
SNTA1_HUMAN,6640,GRB2_HUMAN,2885,0.89
RL10_HUMAN,6134,RS2_HUMAN,6187,0.89
NCOA3_HUMAN,8202,IKKA_HUMAN,1147,0.9
AKT1_HUMAN,207,SMAD3_HUMAN,4088,0.9
MED19_HUMAN,219541,RPAB2_HUMAN,5435,0.86
I20RA_HUMAN,53832,IL20_HUMAN,50604,0.9
ASC_HUMAN,29108,CASP1_HUMAN,834,0.9
FBX32_HUMAN,114907,SKP1_HUMAN,6500,0.9
IKBA_HUMAN,4792,ELP1_HUMAN,8518,0.88
1433B_HUMAN,7529,M3KL4_HUMAN,84451,0.86
MRGBP_HUMAN,55257,ACL6A_HUMAN,86,0.88
RING1_HUMAN,6015,UBP7_HUMAN,7874,0.87
LSM4_HUMAN,25804,LSM1_HUMAN,27257,0.99
RNF11_HUMAN,26994,UB2D3_HUMAN,7323,0.86
SMRD1_HUMAN,6602,SMCA4_HUMAN,6597,0.88
SMAD2_HUMAN,4087,LEF1_HUMAN,51176,0.88
ASF1A_HUMAN,25842,H31_HUMAN,8356,0.9
ASH2L_HUMAN,9070,DPY30_HUMAN,84661,0.9
RPB1_HUMAN,5430,BRCA1_HUMAN,672,0.88
CENPA_HUMAN,1058,NPM_HUMAN,4869,0.89
TRIM9_HUMAN,114088,SNP25_HUMAN,6616,0.96
CFAH_HUMAN,3075,CO3_HUMAN,718,0.9
AMOT_HUMAN,154796,BAG3_HUMAN,9531,0.86
"IRK11_HUMAN,KCJ11_HUMAN",3767,ABCC8_HUMAN,6833,0.88
CBX8_HUMAN,57332,BMI1_HUMAN,648,0.9
ANXA2_HUMAN,302,CEAM1_HUMAN,634,0.88
BMR1B_HUMAN,658,GDF5_HUMAN,8200,0.9
LTOR3_HUMAN,8649,"CD2A1_HUMAN,CDN2A_HUMAN,ARF_HUMAN",1029,0.86
TAF5_HUMAN,6877,TAF7_HUMAN,6879,0.92
H4_HUMAN,554313,MCM6_HUMAN,4175,0.88
PAAF1_HUMAN,80227,PSD10_HUMAN,5716,0.95
SHIP1_HUMAN,3635,SH3K1_HUMAN,30011,0.86
BIRC5_HUMAN,332,CASP3_HUMAN,836,0.89
GRB7_HUMAN,2886,RET_HUMAN,5979,0.88
TYOBP_HUMAN,7305,SIRB1_HUMAN,10326,0.88
CAV1_HUMAN,857,PGFRA_HUMAN,5156,0.88
SIVA_HUMAN,10572,B2CL1_HUMAN,598,0.89
PHOCN_HUMAN,25843,"MST4_HUMAN,STK26_HUMAN",51765,0.89
SMAD3_HUMAN,4088,TFE3_HUMAN,7030,0.86
RAD18_HUMAN,56852,PCNA_HUMAN,5111,0.87
CSK21_HUMAN,1457,SSRP1_HUMAN,6749,0.95
NFKB1_HUMAN,4790,STAT3_HUMAN,6774,0.9
GLE1_HUMAN,2733,EIF3F_HUMAN,8665,0.88
ZYX_HUMAN,7791,ACTN1_HUMAN,87,0.89
TBL1R_HUMAN,79718,H4_HUMAN,554313,0.92
BAZ1B_HUMAN,9031,SMCA5_HUMAN,8467,0.96
CCNA2_HUMAN,890,PCNA_HUMAN,5111,0.87
PP4C_HUMAN,5531,TCPZ_HUMAN,908,0.89
COPB_HUMAN,1315,COPG1_HUMAN,22820,0.88
NED4L_HUMAN,23327,SCNNB_HUMAN,6338,0.89
PHC2_HUMAN,1912,MCRS1_HUMAN,10445,0.87
UVRAG_HUMAN,7405,PK3C3_HUMAN,5289,0.88
GGA1_HUMAN,26088,SYNRG_HUMAN,11276,0.87
ZWINT_HUMAN,11130,SPC24_HUMAN,147841,0.87
UB2D3_HUMAN,7323,NEDD4_HUMAN,4734,0.9
H2AX_HUMAN,3014,H4_HUMAN,8370,0.94
RANB9_HUMAN,10048,YPEL5_HUMAN,51646,0.86
MYC_HUMAN,4609,SKP2_HUMAN,6502,0.89
TNPO1_HUMAN,3842,RGPD5_HUMAN,84220,0.87
PKP2_HUMAN,5318,DESP_HUMAN,1832,0.87
TFF1_HUMAN,7031,TFF1_HUMAN,7031,0.86
RPB1_HUMAN,5430,TCEA1_HUMAN,6917,0.97
PDCD4_HUMAN,27250,RL5_HUMAN,6125,0.87
CRK_HUMAN,1398,SOS2_HUMAN,6655,0.86
GSTP1_HUMAN,2950,TRAF2_HUMAN,7186,0.89
UBP13_HUMAN,8975,PTEN_HUMAN,5728,0.87
HIF1A_HUMAN,3091,SMAD3_HUMAN,4088,0.89
REQU_HUMAN,5977,RELB_HUMAN,5971,0.88
TNR1A_HUMAN,7132,JAK2_HUMAN,3717,0.88
RNPS1_HUMAN,10921,LUC7L_HUMAN,55692,0.87
SIN3A_HUMAN,25942,SMRC1_HUMAN,6599,0.89
FXR2_HUMAN,9513,LCMT1_HUMAN,51451,0.87
FHL2_HUMAN,2274,ITB1_HUMAN,3688,0.88
CBLB_HUMAN,868,GRB2_HUMAN,2885,0.99
AES_HUMAN,166,TF65_HUMAN,5970,0.9
DYN1_HUMAN,1759,NCK1_HUMAN,4690,0.89
TBL1R_HUMAN,79718,NCOR1_HUMAN,9611,0.9
TRRAP_HUMAN,8295,MYC_HUMAN,4609,0.9
CSN5_HUMAN,10987,SMAD4_HUMAN,4089,0.9
PDS5A_HUMAN,23244,RAD21_HUMAN,5885,0.87
FCGRN_HUMAN,2217,ALBU_HUMAN,213,0.88
ZBT16_HUMAN,7704,HDAC6_HUMAN,10013,0.88
PKHO1_HUMAN,51177,SMUF1_HUMAN,57154,0.9
EP300_HUMAN,2033,SMAD2_HUMAN,4087,0.88
ANDR_HUMAN,367,NCOR2_HUMAN,9612,0.9
EGFR_HUMAN,1956,STA5B_HUMAN,6777,0.87
RBBP4_HUMAN,5928,FOG1_HUMAN,161882,0.86
STRAP_HUMAN,11171,SMN_HUMAN,6607,0.88
H31_HUMAN,8357,H4_HUMAN,8363,0.99
ANM1_HUMAN,3276,ANM1_HUMAN,3276,0.99
BAG1_HUMAN,573,RB_HUMAN,5925,0.87
GRAN_HUMAN,25801,SORCN_HUMAN,6717,0.9
CSN6_HUMAN,10980,DDA1_HUMAN,79016,0.87
EGFR_HUMAN,1956,TNR1A_HUMAN,7132,0.86
P53_HUMAN,7157,IF16_HUMAN,3428,0.9
ATRX_HUMAN,546,H33_HUMAN,3021,0.88
MYC_HUMAN,4609,CBP_HUMAN,1387,0.86
NCOA1_HUMAN,8648,ANDR_HUMAN,367,0.9
CSN6_HUMAN,10980,VPRBP_HUMAN,9730,0.87
IMB1_HUMAN,3837,"IMA3_HUMAN,IMA4_HUMAN",3839,0.9
NPY1R_HUMAN,4886,NPY_HUMAN,4852,0.89
P53_HUMAN,7157,ABL1_HUMAN,25,0.87
ENY2_HUMAN,56943,UBP22_HUMAN,23326,0.89
AMOT_HUMAN,154796,DYL2_HUMAN,140735,0.89
PNRC2_HUMAN,55629,DCP1A_HUMAN,55802,0.9
REL_HUMAN,5966,TNIP2_HUMAN,79155,0.89
MK06_HUMAN,5597,BAG6_HUMAN,7917,0.86
HDAC2_HUMAN,3066,BRCA1_HUMAN,672,0.89
PSB7_HUMAN,5695,PSA4_HUMAN,5685,0.89
LCA5_HUMAN,167691,IFT27_HUMAN,11020,0.86
H31_HUMAN,8357,H4_HUMAN,8366,0.99
NR0B2_HUMAN,8431,P53_HUMAN,7157,0.87
PP1A_HUMAN,5499,PPR3C_HUMAN,5507,0.91
ACTB_HUMAN,60,COF2_HUMAN,1073,0.88
CIR1A_HUMAN,84916,UTP15_HUMAN,84135,0.92
CUL4A_HUMAN,8451,DDB1_HUMAN,100290337,0.9
UBP15_HUMAN,9958,BRE1B_HUMAN,9810,0.87
MED15_HUMAN,51586,SRBP1_HUMAN,6720,0.9
KPCI_HUMAN,5584,CDC42_HUMAN,998,0.95
"PLDN_HUMAN,BL1S6_HUMAN",26258,BL1S1_HUMAN,2647,0.9
CALM_HUMAN,808,KCNH1_HUMAN,3756,0.9
DDX17_HUMAN,10521,DDX17_HUMAN,10521,0.88
FXR1_HUMAN,8087,FMR1_HUMAN,2332,0.96
SIAH2_HUMAN,6478,PEG3_HUMAN,5178,0.86
HTRA2_HUMAN,27429,BIRC3_HUMAN,330,0.88
ARAF_HUMAN,369,RASH_HUMAN,3265,0.99
TOPB1_HUMAN,11073,TOPB1_HUMAN,11073,0.88
TRI27_HUMAN,5987,TRI29_HUMAN,23650,0.86
STK25_HUMAN,10494,SIKE1_HUMAN,80143,0.88
COF1_HUMAN,1072,CAP1_HUMAN,10487,0.89
RING1_HUMAN,6015,E2F1_HUMAN,1869,0.86
1433Z_HUMAN,7534,ANM5_HUMAN,10419,0.88
CRYAB_HUMAN,1410,CRYAB_HUMAN,1410,0.99
ILK_HUMAN,3611,ACACA_HUMAN,31,0.86
"IRK12_HUMAN,KCJ12_HUMAN",100131509,DLG4_HUMAN,1742,0.94
AAKG2_HUMAN,51422,AAPK1_HUMAN,5562,0.94
GDS1_HUMAN,5910,RHOA_HUMAN,387,0.89
MK01_HUMAN,5594,MBP_HUMAN,4155,0.94
RAC1_HUMAN,5879,STAT3_HUMAN,6774,0.86
IQCB1_HUMAN,9657,EXOC4_HUMAN,60412,0.86
PMS2_HUMAN,5395,FANCJ_HUMAN,83990,0.89
NU155_HUMAN,9631,GLE1_HUMAN,2733,0.89
AP1B1_HUMAN,162,AMPH_HUMAN,273,0.87
1433G_HUMAN,7532,AFAD_HUMAN,4301,0.88
THOC1_HUMAN,9984,CHTOP_HUMAN,26097,0.86
ERBB3_HUMAN,2065,PK3CA_HUMAN,5290,0.87
GSK3B_HUMAN,2932,PTN1_HUMAN,5770,0.86
TGFB3_HUMAN,7043,TGFR2_HUMAN,7048,0.9
ENPL_HUMAN,7184,ERBB2_HUMAN,2064,0.86
APC4_HUMAN,29945,APC10_HUMAN,10393,0.89
GBG3_HUMAN,2785,GBB2_HUMAN,2783,0.89
ESR2_HUMAN,2100,MED14_HUMAN,9282,0.88
H31_HUMAN,8355,H4_HUMAN,8367,0.99
VAV_HUMAN,7409,JAK2_HUMAN,3717,0.87
JUN_HUMAN,3725,ATF2_HUMAN,1386,0.9
PHC2_HUMAN,1912,CBX4_HUMAN,8535,0.87
DEDD_HUMAN,9191,FADD_HUMAN,8772,0.89
MKNK1_HUMAN,8569,MK14_HUMAN,1432,0.96
MP2K2_HUMAN,5605,MK03_HUMAN,5595,0.96
GEMI4_HUMAN,50628,DDX20_HUMAN,11218,0.9
LNX1_HUMAN,84708,NUMB_HUMAN,8650,0.97
NEDD4_HUMAN,4734,EGFR_HUMAN,1956,0.86
GHR_HUMAN,2690,SHC1_HUMAN,6464,0.92
ZMY11_HUMAN,10771,TRAF6_HUMAN,7189,0.86
"FNBP2_HUMAN,SRGP2_HUMAN",23380,"FNBP2_HUMAN,SRGP2_HUMAN",23380,0.88
PSN2_HUMAN,5664,B2CL1_HUMAN,598,0.88
AQR_HUMAN,9716,ZN830_HUMAN,91603,0.9
H31_HUMAN,8968,1433E_HUMAN,7531,0.88
ILK_HUMAN,3611,ITB1_HUMAN,3688,0.88
OPTN_HUMAN,10133,RAB8A_HUMAN,4218,0.97
TAF1B_HUMAN,9014,TAF1A_HUMAN,9015,0.96
HGS_HUMAN,9146,STAM1_HUMAN,8027,0.97
AGO1_HUMAN,26523,DICER_HUMAN,23405,0.9
YAP1_HUMAN,10413,TEAD3_HUMAN,7005,0.88
PDIP2_HUMAN,26073,PCNA_HUMAN,5111,0.89
ANC2_HUMAN,29882,APC10_HUMAN,10393,0.89
HIPK3_HUMAN,10114,FADD_HUMAN,8772,0.9
MAX_HUMAN,4149,MAX_HUMAN,4149,0.97
DDB1_HUMAN,1642,DCAF5_HUMAN,8816,0.88
PPLA_HUMAN,5350,AT2A2_HUMAN,488,0.9
EGLN_HUMAN,2022,GDF2_HUMAN,2658,0.86
LIFR_HUMAN,3977,CNTFR_HUMAN,1271,0.89
1433B_HUMAN,7529,IRS2_HUMAN,8660,0.9
HOOK2_HUMAN,29911,CCD33_HUMAN,80125,0.87
NFKB1_HUMAN,4790,IKBA_HUMAN,4792,0.97
ZBT16_HUMAN,7704,BMI1_HUMAN,648,0.89
MED28_HUMAN,80306,MED6_HUMAN,10001,0.94
PIAS2_HUMAN,9063,PARK7_HUMAN,11315,0.9
IKBA_HUMAN,4792,IKBA_HUMAN,4792,0.91
NSE4A_HUMAN,54780,NSE1_HUMAN,197370,0.88
GSTM2_HUMAN,2946,GSTM2_HUMAN,2946,0.86
